PICK_TYPE,PartNumber,PartCount,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
RCHBTMLEFT,1140847/160,4,,,,,,,
RCHBTMLEFT,1016522/241,2,,,,,,,
RCHBTMLEFT,1140847/113,4,,,,,,,
RCHBTMLEFT,1140847/132,4,,,,,,,
RCHBTMLEFT,1140847/131,3,,,,,,,
RCHBTMLEFT,1016710,8,,,,,,,
RCHBTMLEFT,1189105/201,3,,,,,,,
RCHBTMLEFT,1140847/133,3,,,,,,,
RCHBTMLEFT,1140847/111,4,,,,,,,
RCHBTMLEFT,1331759/160,1,,,,,,,
RCHBTMLEFT,1140847/360,1,,,,,,,
RCHBTMLEFT,1140847/162,1,,,,,,,
RCHBTMLEFT,1140847/112,3,,,,,,,
RCHBTMLEFT,1211128,4,,,,,,,
RCHBTMLEFT,1331759/133,1,,,,,,,
RCHBTMLEFT,  7-714-024/010,1,,,,,,,
RCHBTMLEFT,1140847/114,1,,,,,,,
RCHBTMLEFT,1331759/113,1,,,,,,,
RCHBTMLEFT,1402339,4,,,,,,,
RCHBTMLEFT,1331759/111,1,,,,,,,
RCHBTMLEFT,1429317,3,,,,,,,
RCHBTMLEFT,1393884/001,1,,,,,,,
RCHBTMLEFT,1393885/001,1,,,,,,,
RCHBTMLEFT,1384336/002,1,,,,,,,
RCHBTMLEFT,1331759/132,2,,,,,,,
RCHBTMLEFT,1331759/153,1,,,,,,,
RCHBTMLEFT,    830-218,1,,,,,,,
RCHBTMLEFT,1186473,4,,,,,,,
RCHBTMLEFT,1140847/152,1,,,,,,,
RCHBTMRIGHT,828-000-234/307,5,,,,,,,
RCHBTMRIGHT,1384225/001,1,,,,,,,
RCHBTMRIGHT,828-006-728,3,,,,,,,
RCHBTMRIGHT,1077916,2,,,,,,,
RCHBTMRIGHT,1294511,2,,,,,,,
RCHBTMRIGHT,    830-218,1,,,,,,,
RCHBTMRIGHT,1186473,4,,,,,,,
RCHBTMRIGHT,1363423/001,4,,,,,,,
RCHBTMRIGHT,828-006-697,2,,,,,,,
RCHBTMRIGHT,828-000-234/208,3,,,,,,,
RCHBTMRIGHT,828-000-234/107,15,,,,,,,
RCHBTMRIGHT,1091124,1,,,,,,,
RCHBTMRIGHT,1361960/002,4,,,,,,,
RCHBTMRIGHT,1361961/002,4,,,,,,,
RCHBTMRIGHT,1048702,4,,,,,,,
RCHBTMRIGHT,1393730,3,,,,,,,
RCHBTMRIGHT,1048703,3,,,,,,,
RCHBTMRIGHT,1362020/002,2,,,,,,,
RCHBTMRIGHT,1362021/002,2,,,,,,,
RCHBTMRIGHT,1429317,3,,,,,,,
RCHBTMRIGHT,828-000-234/008,4,,,,,,,
RCHBTMRIGHT,1361960/004,1,,,,,,,
RCHBTMRIGHT,1361961/004,2,,,,,,,
RCHBTMRIGHT,1211800,1,,,,,,,
RCHBTMRIGHT,  5-004-046,1,,,,,,,
RCHBTMRIGHT,1135784,1,,,,,,,
RCHBTMRIGHT,1294019,1,,,,,,,
RCHBTMRIGHT,1214207,1,,,,,,,
RCHBTMRIGHT,1214208,1,,,,,,,
RCHBTMRIGHT,1109738/215,3,,,,,,,
RCHBTMRIGHT,1109738/205,3,,,,,,,
RCHBTMRIGHT,1109738/115,2,,,,,,,
RCHBTMRIGHT,1109738/105,1,,,,,,,
RCHBTMRIGHT,1385627/001,1,,,,,,,
RCHBTMRIGHT,1385628/001,1,,,,,,,
RCHBTMRIGHT,1109738/715,1,,,,,,,
RCHBTMRIGHT,1385628/002,1,,,,,,,
RCHBTMRIGHT,1385627/002,1,,,,,,,
RCHBTMRIGHT,1384225/002,1,,,,,,,
RCHBTMRIGHT,1109738/705,1,,,,,,,
RCHBTMRIGHT,    802-025/013,1,,,,,,,
RCHBTMRIGHT,1188136,4,,,,,,,
RCHBTMRIGHT,1188135,6,,,,,,,
RCHBTMRIGHT,1381815/001,3,,,,,,,
RCHBTMRIGHT,1109738/505,1,,,,,,,
RCHBTMRIGHT,1109738/515,1,,,,,,,
RCHBTMRIGHT,1211128,4,,,,,,,
RCHBTMRIGHT,1016710,8,,,,,,,
RCHBTMRIGHT,1381815/002,1,,,,,,,
RCHBTMRIGHT,1132586/115,5,,,,,,,
